2	6.128706e-02	3.089810e+00
7	7.564870e-03	4.807132e-01
12	6.996886e-04	9.412952e-02
17	9.741110e-05	2.065581e-02
22	1.163531e-05	4.871632e-03
27	3.068511e-06	1.209814e-03
32	5.888826e-07	3.125916e-04
37	1.277264e-07	8.338384e-05
42	3.253821e-08	2.283961e-05
47	7.223146e-09	6.398576e-06
52	1.343744e-09	1.827943e-06
57	5.048349e-10	5.312589e-07
62	1.257225e-10	1.567818e-07
67	3.288914e-11	4.690955e-08
72	9.569179e-12	1.421171e-08
77	2.255751e-12	4.354935e-09
82	5.633272e-13	1.348547e-09
87	1.953437e-13	4.216523e-10
92	6.433742e-14	1.330288e-10
97	1.942890e-14	4.232292e-11
102	5.467848e-15	1.357099e-11
107	1.887379e-15	4.383746e-12
112	4.440892e-16	1.425910e-12
117	4.440892e-16	4.668574e-13
